TransmChainNb,Generation,TrialOrder,TrialName,TestingPhase,Name,Sex,AgeMonth,Square1,Square2,Square3,Square4,Square5,Square6,Square7,Square8,Square9,Square10,Square11,Square12,Square13,Square14,Square15,Square16,Touch1,Touch2,Touch3,Touch4,RT1,RT2,RT3,RT4
5,11,4,1,Random,ARIELLE,female,87,White,Red,Red,White,White,White,White,White,White,White,White,White,Red,White,Red,White,13,6,2,3,136.72,546.88,718.75,1027.34
5,11,5,1,Random,ARIELLE,female,87,White,White,White,White,Red,Red,White,White,White,White,White,Red,White,White,Red,White,15,10,6,12,82.00,269.53,562.50,781.25
5,11,6,1,Random,ARIELLE,female,87,White,White,White,White,White,White,White,White,Red,Red,White,White,White,White,Red,Red,15,10,9,16,89.80,363.28,562.50,832.03
5,11,7,1,Random,ARIELLE,female,87,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,White,10,5,6,2,62.50,281.25,441.41,691.41
5,11,8,1,Random,ARIELLE,female,87,White,White,White,Red,White,White,White,White,Red,Red,Red,White,White,White,White,White,9,13,10,11,386.72,566.41,777.34,976.56
5,11,9,1,Random,ARIELLE,female,87,White,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,White,Red,13,9,16,5,421.88,628.91,980.47,1332.03
5,11,10,1,Random,ARIELLE,female,87,White,White,Red,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,9,7,3,8,62.50,312.50,953.13,1281.25
5,11,11,1,Random,ARIELLE,female,87,Red,White,White,Red,White,White,White,White,White,White,White,White,Red,White,Red,White,15,13,5,1,62.50,281.25,500.00,703.13
5,11,12,1,Random,ARIELLE,female,87,White,Red,White,White,White,Red,White,White,White,White,White,White,Red,Red,White,White,13,14,10,6,140.63,339.84,531.25,699.22
5,11,13,1,Random,ARIELLE,female,87,White,Red,White,White,White,White,Red,White,White,White,Red,White,White,White,Red,White,15,11,7,2,199.22,402.34,589.84,820.31
5,11,14,1,Random,ARIELLE,female,87,White,White,Red,White,Red,White,Red,White,White,Red,White,White,White,White,White,White,10,5,6,7,89.80,421.88,859.38,1250.00
5,11,15,1,Random,ARIELLE,female,87,White,White,White,White,White,Red,White,Red,White,Red,White,White,Red,White,White,White,10,13,8,6,109.38,328.13,828.13,1117.19
5,11,16,1,Random,ARIELLE,female,87,White,White,White,Red,White,Red,Red,White,White,White,White,White,White,White,White,Red,10,6,7,3,82.00,281.25,441.41,660.16
5,11,17,1,Random,ARIELLE,female,87,White,Red,White,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,15,7,2,4,218.75,480.47,718.75,929.69
5,11,18,1,Random,ARIELLE,female,87,White,White,White,Red,White,Red,White,White,White,White,White,White,White,Red,White,Red,14,6,2,3,136.72,488.28,886.72,1519.53
5,11,19,1,Random,ARIELLE,female,87,White,White,Red,White,White,White,Red,White,White,White,White,Red,White,Red,White,White,11,7,12,16,187.50,378.91,750.00,937.50
5,11,20,1,Random,ARIELLE,female,87,White,White,Red,White,White,White,White,Red,White,White,White,White,Red,White,Red,White,15,13,8,3,191.41,441.41,671.88,859.38
5,11,21,1,Random,ARIELLE,female,87,White,Red,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,13,9,2,3,140.63,261.72,500.00,730.47
5,11,22,1,Random,ARIELLE,female,87,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,6,12,2,3,417.97,699.22,949.22,1160.16
5,11,23,1,Random,ARIELLE,female,87,White,White,Red,White,White,White,White,White,Red,White,White,Red,White,Red,White,White,14,13,9,12,167.97,386.72,578.13,867.19
5,11,24,1,Random,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,White,White,White,White,White,Red,Red,16,15,7,11,171.88,539.06,750.00,839.84
5,11,25,1,Random,ARIELLE,female,87,Red,Red,White,Red,White,White,White,White,White,White,Red,White,White,White,White,White,11,10,2,4,308.59,468.75,687.50,1167.97
5,11,26,1,Random,ARIELLE,female,87,White,Red,White,White,White,White,White,White,White,White,Red,White,Red,White,White,Red,11,6,2,12,417.97,667.97,886.72,1378.91
5,11,27,1,Random,ARIELLE,female,87,White,Red,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,6,5,2,152.34,582.03,761.72,1000.00
5,11,28,1,Random,ARIELLE,female,87,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,Red,White,15,10,9,5,171.88,429.69,730.47,871.09
5,11,29,1,Random,ARIELLE,female,87,White,Red,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,White,13,9,5,12,109.38,300.78,500.00,820.31
5,11,30,1,Random,ARIELLE,female,87,Red,White,White,White,White,White,Red,White,White,Red,White,White,White,White,Red,White,15,14,10,11,257.81,398.44,566.41,757.81
5,11,31,1,Random,ARIELLE,female,87,White,Red,White,White,White,White,Red,White,White,Red,White,White,Red,White,White,White,13,10,7,9,39.06,230.47,859.38,1277.34
5,11,32,1,Random,ARIELLE,female,87,White,White,White,Red,White,White,White,White,Red,White,White,White,Red,White,Red,White,14,13,9,4,250.00,500.00,636.72,886.72
5,11,33,1,Random,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,15,14,11,16,199.22,386.72,609.38,769.53
5,11,34,1,Random,ARIELLE,female,87,White,Red,Red,White,Red,White,White,White,White,White,White,Red,White,White,White,White,5,10,2,8,261.72,421.88,640.63,921.88
5,11,35,1,Random,ARIELLE,female,87,White,White,Red,Red,White,White,White,White,White,White,White,White,Red,Red,White,White,13,14,9,8,167.97,359.38,546.88,828.13
5,11,36,1,Random,ARIELLE,female,87,White,White,Red,Red,White,White,Red,White,White,Red,White,White,White,White,White,White,10,14,7,3,140.63,339.84,589.84,808.59
5,11,37,1,Random,ARIELLE,female,87,White,Red,White,White,White,Red,Red,White,White,White,White,White,Red,White,White,White,13,6,2,7,199.22,648.44,828.13,1011.72
5,11,38,1,Random,ARIELLE,female,87,White,White,White,Red,Red,Red,White,White,White,White,White,White,White,Red,White,White,14,10,9,4,82.00,218.75,468.75,1519.53
5,11,39,1,Random,ARIELLE,female,87,Red,White,White,White,Red,White,White,White,Red,Red,White,White,White,White,White,White,13,9,5,10,109.38,300.78,738.28,1160.16
5,11,40,1,Random,ARIELLE,female,87,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,White,Red,White,9,5,1,2,101.56,417.97,570.31,1140.63
5,11,41,1,Random,ARIELLE,female,87,White,Red,White,Red,White,White,Red,White,White,White,White,White,Red,White,White,White,11,7,2,3,82.00,273.44,472.66,671.88
5,11,42,1,Random,ARIELLE,female,87,White,White,White,White,Red,Red,White,White,White,White,White,White,Red,White,White,Red,13,9,6,5,70.31,449.22,667.97,1250.00
5,11,43,1,Random,ARIELLE,female,87,White,White,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,10,6,8,9,89.80,433.59,722.66,953.13
5,11,44,1,Random,ARIELLE,female,87,Red,White,Red,White,White,White,White,White,Red,White,White,White,White,White,White,Red,9,1,3,5,82.00,421.88,640.63,890.63
5,11,45,1,Random,ARIELLE,female,87,Red,White,White,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,9,5,1,12,109.38,359.38,558.59,1011.72
5,11,46,1,Random,ARIELLE,female,87,Red,Red,Red,White,White,White,White,White,White,White,Red,White,White,White,White,White,5,1,2,11,89.80,257.81,449.22,699.22
5,11,47,1,Random,ARIELLE,female,87,White,White,Red,Red,White,White,White,White,White,White,Red,White,Red,White,White,White,11,13,3,4,62.50,222.66,621.09,812.50
5,11,48,1,Random,ARIELLE,female,87,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,10,9,5,6,50.80,230.47,417.97,648.44
5,11,49,1,Random,ARIELLE,female,87,Red,White,White,White,Red,White,White,White,White,White,White,White,White,White,Red,Red,14,5,16,9,339.84,562.50,761.72,1230.47
5,11,50,1,Random,ARIELLE,female,87,White,White,White,Red,White,White,White,White,Red,Red,White,White,White,White,Red,White,13,9,5,15,199.22,390.63,582.03,800.78
5,11,1,48,Test,ARIELLE,female,87,White,Red,White,White,Red,Red,White,Red,White,White,White,White,White,White,White,White,10,6,5,8,121.09,359.38,531.25,808.59
5,11,2,18,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,15,11,16,12,121.09,328.13,500.00,750.00
5,11,3,30,Test,ARIELLE,female,87,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,7,3,8,4,46.88,218.75,437.50,687.50
5,11,4,37,Test,ARIELLE,female,87,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,10,6,7,8,230.47,421.88,640.63,1300.78
5,11,5,40,Test,ARIELLE,female,87,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,White,10,6,8,2,808.59,1019.53,1218.75,1468.75
5,11,6,45,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,14,10,6,7,70.31,250.00,437.50,679.69
5,11,7,28,Test,ARIELLE,female,87,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,11,7,8,3,121.09,308.59,671.88,941.41
5,11,8,43,Test,ARIELLE,female,87,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,White,13,9,5,6,82.00,281.25,441.41,621.09
5,11,9,19,Test,ARIELLE,female,87,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,9,10,6,5,113.28,300.78,671.88,921.88
5,11,10,6,Test,ARIELLE,female,87,White,White,White,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,10,11,6,7,390.63,582.03,808.59,1308.59
5,11,11,21,Test,ARIELLE,female,87,Red,White,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,9,5,6,386.72,609.38,808.59,1027.34
5,11,12,42,Test,ARIELLE,female,87,Red,White,White,White,White,Red,White,White,White,Red,Red,White,White,White,White,White,11,10,6,1,97.70,226.56,617.19,1277.34
5,11,13,20,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,White,White,Red,White,Red,Red,Red,14,15,16,12,308.59,578.13,847.66,1078.13
5,11,14,46,Test,ARIELLE,female,87,White,White,White,Red,White,White,Red,Red,White,White,Red,White,White,White,White,White,10,7,4,8,562.50,750.00,1113.28,1480.47
5,11,15,32,Test,ARIELLE,female,87,White,White,White,White,Red,Red,Red,White,White,Red,White,White,White,White,White,White,10,9,5,6,171.88,378.91,531.25,718.75
5,11,16,34,Test,ARIELLE,female,87,White,White,White,White,White,Red,White,White,Red,Red,Red,White,White,White,White,White,10,9,6,11,140.63,339.84,562.50,781.25
5,11,17,7,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,14,13,9,10,78.13,296.88,500.00,718.75
5,11,18,33,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,Red,White,White,White,Red,Red,Red,15,14,10,16,128.91,296.88,468.75,699.22
5,11,19,14,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,15,14,10,11,140.63,359.38,582.03,750.00
5,11,20,16,Test,ARIELLE,female,87,Red,Red,White,White,Red,White,White,White,Red,White,White,White,White,White,White,White,9,5,1,2,109.38,269.53,460.94,660.16
5,11,21,25,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,14,13,9,10,78.13,250.00,468.75,660.16
5,11,22,2,Test,ARIELLE,female,87,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,11,7,8,4,261.72,589.84,761.72,1121.09
5,11,23,3,Test,ARIELLE,female,87,White,White,White,White,Red,White,White,White,Red,Red,White,White,White,Red,White,White,14,9,10,5,89.80,308.59,507.81,699.22
5,11,24,31,Test,ARIELLE,female,87,White,Red,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,12,6,8,4,191.41,562.50,750.00,1261.72
5,11,25,29,Test,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,11,12,8,7,187.50,531.25,750.00,949.22
5,11,26,35,Test,ARIELLE,female,87,White,Red,White,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,11,10,6,7,210.94,359.38,500.00,738.28
5,11,27,27,Test,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,12,11,7,8,312.50,468.75,691.41,871.09
5,11,28,17,Test,ARIELLE,female,87,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,7,3,8,4,308.59,480.47,621.09,1859.38
5,11,29,1,Test,ARIELLE,female,87,White,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,14,15,11,2,296.88,566.41,718.75,957.03
5,11,30,15,Test,ARIELLE,female,87,White,White,White,Red,White,White,Red,Red,White,White,Red,White,White,White,White,White,11,7,8,4,43.00,222.66,371.09,593.75
5,11,31,12,Test,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,11,12,8,7,339.84,699.22,941.41,1171.88
5,11,32,5,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,15,16,11,12,128.91,328.13,546.88,726.56
5,11,33,50,Test,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,11,7,8,12,183.59,390.63,593.75,781.25
5,11,34,10,Test,ARIELLE,female,87,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,10,6,2,7,128.91,269.53,468.75,718.75
5,11,35,38,Test,ARIELLE,female,87,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,7,8,3,4,277.34,457.03,660.16,1570.31
5,11,36,8,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,11,10,6,7,43.00,140.63,511.72,722.66
5,11,37,22,Test,ARIELLE,female,87,White,Red,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,9,6,5,58.60,277.34,500.00,718.75
5,11,38,36,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,15,11,10,6,109.38,312.50,472.66,652.34
5,11,39,23,Test,ARIELLE,female,87,Red,Red,Red,White,White,Red,White,White,White,White,White,White,White,White,White,White,10,6,2,3,82.00,269.53,441.41,660.16
5,11,40,24,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,Red,White,White,White,Red,White,White,White,White,12,6,7,8,187.50,550.78,718.75,937.50
5,11,41,44,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,10,11,6,7,160.16,359.38,550.78,750.00
5,11,42,49,Test,ARIELLE,female,87,White,Red,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,5,6,2,82.00,281.25,468.75,628.91
5,11,43,39,Test,ARIELLE,female,87,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,15,14,10,11,58.60,199.22,390.63,609.38
5,11,44,11,Test,ARIELLE,female,87,White,Red,Red,White,White,Red,White,White,White,Red,White,White,White,White,White,White,10,6,2,3,378.91,558.59,750.00,1078.13
5,11,45,13,Test,ARIELLE,female,87,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,10,6,7,3,128.91,300.78,488.28,691.41
5,11,46,47,Test,ARIELLE,female,87,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,10,6,7,3,531.25,738.28,890.63,1140.63
5,11,47,41,Test,ARIELLE,female,87,White,Red,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,9,6,2,5,121.09,390.63,730.47,980.47
5,11,48,9,Test,ARIELLE,female,87,White,White,White,White,White,Red,Red,Red,White,White,Red,White,White,White,White,White,10,6,7,8,218.75,378.91,597.66,957.03
5,11,49,4,Test,ARIELLE,female,87,Red,Red,Red,White,White,Red,White,White,White,White,White,White,White,White,White,White,6,5,1,2,117.19,277.34,449.22,636.72
5,11,50,26,Test,ARIELLE,female,87,White,White,White,White,White,White,Red,Red,White,Red,Red,White,White,White,White,White,11,10,7,8,167.97,339.84,558.59,777.34
5,12,1,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,White,White,White,White,Red,White,Red,White,Red,White,11,6,10,15,296.88,847.66,1078.13,1437.50
5,12,2,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,White,White,White,Red,White,Red,White,Red,White,White,14,6,10,12,300.78,750.00,980.47,1250.00
5,12,3,1,Random,ARTICHO,male,87,Red,White,White,White,White,White,Red,White,White,White,White,Red,White,White,White,Red,16,12,7,8,78.13,269.53,800.78,1000.00
5,12,4,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,Red,White,Red,White,Red,White,White,White,White,White,7,6,10,9,281.25,531.25,750.00,1351.56
5,12,5,1,Random,ARTICHO,male,87,White,White,Red,White,White,White,Red,White,White,White,White,Red,Red,White,White,White,12,7,3,4,89.80,308.59,507.81,679.69
5,12,6,1,Random,ARTICHO,male,87,White,White,Red,White,White,White,White,White,Red,White,Red,Red,White,White,White,White,11,12,4,8,230.47,417.97,750.00,1230.47
5,12,7,1,Random,ARTICHO,male,87,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,Red,8,12,11,16,289.06,691.41,941.41,1191.41
5,12,8,1,Random,ARTICHO,male,87,Red,White,White,White,White,White,White,White,Red,White,White,White,White,White,Red,Red,15,16,6,5,296.88,527.34,1078.13,1347.66
5,12,9,1,Random,ARTICHO,male,87,White,White,White,White,White,White,White,Red,White,White,White,White,Red,White,Red,Red,15,8,4,12,410.16,671.88,910.16,1191.41
5,12,10,1,Random,ARTICHO,male,87,White,Red,White,Red,White,White,White,White,Red,Red,White,White,White,White,White,White,10,14,13,9,519.53,1113.28,1390.63,1613.28
5,12,11,1,Random,ARTICHO,male,87,White,White,Red,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,7,3,4,6,308.59,519.53,707.03,1296.88
5,12,12,1,Random,ARTICHO,male,87,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,White,White,Red,16,12,8,4,101.56,363.28,632.81,1113.28
5,12,13,1,Random,ARTICHO,male,87,White,White,White,White,White,White,White,Red,Red,White,White,White,White,White,Red,Red,16,8,12,15,210.94,480.47,671.88,902.34
5,12,14,1,Random,ARTICHO,male,87,White,White,White,White,Red,White,White,White,White,White,White,Red,White,White,Red,Red,12,16,15,11,300.78,519.53,847.66,1539.06
5,12,15,1,Random,ARTICHO,male,87,Red,White,White,Red,Red,White,White,White,White,White,White,White,Red,White,White,White,13,5,1,4,230.47,480.47,699.22,1000.00
5,12,16,1,Random,ARTICHO,male,87,White,Red,White,White,White,White,White,Red,White,White,White,Red,White,White,White,Red,16,12,8,3,148.44,359.38,968.75,1339.84
5,12,17,1,Random,ARTICHO,male,87,White,White,White,Red,White,White,White,Red,White,White,White,Red,White,White,Red,White,4,8,12,16,398.44,750.00,980.47,1281.25
5,12,18,1,Random,ARTICHO,male,87,White,Red,White,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,11,10,6,2,140.63,363.28,582.03,1140.63
5,12,19,1,Random,ARTICHO,male,87,Red,White,White,White,White,White,White,White,Red,Red,White,White,White,White,Red,White,15,10,2,3,140.63,371.09,703.13,2343.75
5,12,20,1,Random,ARTICHO,male,87,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,White,Red,16,3,4,8,187.50,777.34,1187.50,1636.72
5,12,21,1,Random,ARTICHO,male,87,White,Red,White,White,Red,White,White,White,White,White,White,Red,White,Red,White,White,14,5,1,2,191.41,433.59,632.81,882.81
5,12,22,1,Random,ARTICHO,male,87,White,White,White,White,White,White,Red,Red,Red,White,Red,White,White,White,White,White,8,7,11,4,183.59,351.56,570.31,882.81
5,12,23,1,Random,ARTICHO,male,87,Red,White,White,White,White,Red,White,White,White,White,Red,Red,White,White,White,White,12,11,6,7,160.16,347.66,578.13,757.81
5,12,24,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,Red,White,Red,White,White,Red,White,White,White,White,12,7,5,9,121.09,531.25,980.47,1230.47
5,12,25,1,Random,ARTICHO,male,87,Red,White,Red,White,Red,White,White,White,White,White,Red,White,White,White,White,White,11,5,2,1,97.70,308.59,687.50,917.97
5,12,26,1,Random,ARTICHO,male,87,Red,Red,White,White,Red,White,White,White,White,White,Red,White,White,White,White,White,11,1,2,5,70.31,519.53,1140.63,1421.88
5,12,27,1,Random,ARTICHO,male,87,White,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,11,14,15,7,39.06,429.69,628.91,890.63
5,12,28,1,Random,ARTICHO,male,87,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,Red,White,White,6,9,10,3,308.59,476.56,718.75,1066.41
5,12,29,1,Random,ARTICHO,male,87,Red,White,Red,White,White,White,White,White,White,White,White,White,White,Red,Red,White,15,3,4,7,167.97,679.69,1078.13,1527.34
5,12,30,1,Random,ARTICHO,male,87,Red,White,White,White,White,White,White,White,White,White,White,White,Red,Red,White,Red,14,13,2,3,238.28,449.22,738.28,929.69
5,12,31,1,Random,ARTICHO,male,87,Red,White,White,White,White,White,White,White,White,Red,Red,White,White,White,White,Red,16,11,15,10,117.19,359.38,507.81,800.78
5,12,32,1,Random,ARTICHO,male,87,White,White,Red,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,16,15,8,7,39.06,238.28,660.16,898.44
5,12,33,1,Random,ARTICHO,male,87,Red,Red,Red,White,White,White,White,White,White,White,White,White,White,Red,White,White,14,3,1,2,70.31,328.13,730.47,867.19
5,12,34,1,Random,ARTICHO,male,87,White,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,White,8,7,13,9,156.25,328.13,726.56,1199.22
5,12,35,1,Random,ARTICHO,male,87,White,Red,White,Red,White,White,White,White,White,Red,Red,White,White,White,White,White,11,10,2,4,281.25,472.66,699.22,1402.34
5,12,36,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,White,White,White,Red,White,Red,White,White,Red,White,10,8,6,7,437.50,847.66,1250.00,1457.03
5,12,37,1,Random,ARTICHO,male,87,Red,White,White,Red,White,White,White,Red,White,White,White,White,White,Red,White,White,14,8,2,12,128.91,367.19,828.13,1859.38
5,12,38,1,Random,ARTICHO,male,87,White,White,White,Red,White,Red,Red,White,White,White,Red,White,White,White,White,White,11,7,6,3,50.80,261.72,453.13,640.63
5,12,39,1,Random,ARTICHO,male,87,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,Red,White,8,1,4,5,39.06,519.53,1019.53,1386.72
5,12,40,1,Random,ARTICHO,male,87,White,White,White,White,White,White,White,White,Red,White,Red,Red,Red,White,White,White,12,13,9,11,31.25,429.69,660.16,902.34
5,12,41,1,Random,ARTICHO,male,87,White,White,White,White,Red,White,White,White,Red,Red,White,White,White,White,Red,White,15,10,9,5,43.00,273.44,441.41,652.34
5,12,42,1,Random,ARTICHO,male,87,White,White,White,White,Red,Red,White,Red,White,White,White,Red,White,White,White,White,12,5,6,8,238.28,648.44,800.78,1000.00
5,12,43,1,Random,ARTICHO,male,87,White,White,Red,White,White,White,White,White,White,Red,Red,White,White,White,Red,White,11,15,10,16,117.19,257.81,507.81,988.28
5,12,44,1,Random,ARTICHO,male,87,White,White,White,White,Red,White,White,Red,White,White,White,White,White,Red,Red,White,15,14,13,9,179.69,390.63,1070.31,1320.31
5,12,45,1,Random,ARTICHO,male,87,Red,White,White,Red,White,White,White,White,Red,White,Red,White,White,White,White,White,11,9,1,5,89.80,300.78,890.63,1449.22
5,12,46,1,Random,ARTICHO,male,87,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,15,3,4,7,152.34,609.38,781.25,992.19
5,12,47,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,White,White,Red,16,10,6,13,97.70,359.38,566.41,828.13
5,12,48,1,Random,ARTICHO,male,87,White,White,White,White,Red,White,Red,Red,White,Red,White,White,White,White,White,White,8,7,10,5,39.06,238.28,417.97,660.16
5,12,49,1,Random,ARTICHO,male,87,White,White,White,White,White,White,Red,White,White,Red,Red,White,Red,White,White,White,11,7,10,13,121.09,289.06,480.47,710.94
5,12,50,1,Random,ARTICHO,male,87,White,White,White,White,White,Red,Red,White,White,White,White,White,Red,White,Red,White,7,6,13,14,160.16,328.13,519.53,707.03
5,12,1,50,Test,ARTICHO,male,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,8,7,12,11,218.75,597.66,757.81,1039.06
5,12,2,12,Test,ARTICHO,male,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,12,8,11,7,50.80,250.00,441.41,628.91
5,12,3,26,Test,ARTICHO,male,87,White,White,White,White,White,White,Red,Red,White,Red,Red,White,White,White,White,White,11,8,7,10,62.50,250.00,429.69,929.69
5,12,4,14,Test,ARTICHO,male,87,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,15,11,14,10,31.25,238.28,429.69,671.88
5,12,5,6,Test,ARTICHO,male,87,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,7,10,6,11,207.03,406.25,628.91,808.59
5,12,6,10,Test,ARTICHO,male,87,White,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,10,6,2,7,210.94,421.88,652.34,1203.13
5,12,7,27,Test,ARTICHO,male,87,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,12,11,7,8,308.59,519.53,1128.91,1589.84
5,12,8,7,Test,ARTICHO,male,87,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,14,10,13,9,89.80,328.13,566.41,816.41
5,12,9,19,Test,ARTICHO,male,87,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,10,6,5,9,39.06,250.00,628.91,1230.47
5,12,10,34,Test,ARTICHO,male,87,White,White,White,White,White,Red,White,White,Red,Red,Red,White,White,White,White,White,11,10,6,9,148.44,359.38,546.88,750.00
5,12,11,46,Test,ARTICHO,male,87,White,White,White,Red,White,White,Red,Red,White,Red,White,White,White,White,White,White,9,7,8,10,113.28,300.78,480.47,722.66
5,12,12,8,Test,ARTICHO,male,87,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,7,10,6,11,207.03,429.69,636.72,839.84
5,12,13,47,Test,ARTICHO,male,87,White,White,Red,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,10,7,6,2,58.60,250.00,460.94,851.56
5,12,14,24,Test,ARTICHO,male,87,White,White,White,White,White,Red,Red,Red,White,White,White,Red,White,White,White,White,12,8,7,3,66.40,269.53,777.34,1019.53
5,12,15,1,Test,ARTICHO,male,87,White,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,15,11,14,2,218.75,429.69,628.91,949.22
5,12,16,4,Test,ARTICHO,male,87,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,White,6,5,1,2,11.70,269.53,691.41,859.38
5,12,17,38,Test,ARTICHO,male,87,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,8,7,4,3,179.69,378.91,601.56,1191.41
5,12,18,2,Test,ARTICHO,male,87,White,White,White,Red,White,White,Red,Red,White,White,Red,White,White,White,White,White,3,8,7,4,31.25,222.66,421.88,632.81
5,12,19,43,Test,ARTICHO,male,87,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,White,6,9,13,5,136.72,359.38,617.19,886.72
5,12,20,31,Test,ARTICHO,male,87,White,White,White,Red,White,Red,White,Red,White,White,White,Red,White,White,White,White,12,8,6,3,97.70,296.88,519.53,726.56
